,title,release_date,worldwide_box_office,international_box_office,domestic_box_office
7384,Ponto Zero-2016-05-27,2016-05-27,"18361,00","18361,00",
7385,Capital C-2015-07-24,2015-07-24,,,
7386,Ookami shoujo to kuro ouji-2016-05-27,2016-05-27,"10639039,00","10639039,00",
7387,El paÃƒÂ­s del miedo-2016-05-27,2016-05-27,"3985,00","3985,00",
7388,Now You See Me 2-2016-06-10,2016-06-10,"328325007,00","263249467,00","65075540,00"
7389,Memleket-2016-05-27,2016-05-27,"1917,00","1917,00",
7390,Murder at Honeymoon Hotel-2016-05-27,2016-05-27,"1151187,00","1151187,00",
7391,Carrossel: O Filme-2015-07-24,2015-07-24,"7802639,00","7802639,00",
7392,Lasseter's Bones-2016-05-27,2016-05-27,,,
7393,Magallanes-2016-05-27,2016-05-27,"21126,00","21126,00",
7394,Jia Zhangke: A Guy From Fenyang-2016-05-27,2016-05-27,"1617,00","1617,00",
7395,Last Man Club-2016-05-27,2016-05-27,,,
7396,It's so Easy and Other Lies-2016-05-27,2016-05-27,,,
7397,Idhu Namma Aalu-2016-05-27,2016-05-27,"20303,00","20303,00",
7398,Holy Hell-2016-05-27,2016-05-27,,,"18051,00"
7399,FrÃƒÂ¤ulein - Una fiaba d'inverno-2016-05-27,2016-05-27,"38633,00","38633,00",
7400,Kiss Rocks Vegas-2016-05-27,2016-05-27,"12299,00","12299,00",
7401,Greenwood Adventure 2-2016-05-27,2016-05-27,"725817,00","725817,00",
7402,Doidas e Santas-2016-05-27,2016-05-27,"5473,00","5473,00",
7403,Cinni: UyanÃ„Â±Ã…Å¸-2016-05-27,2016-05-27,"279308,00","279308,00",
7404,Elle-2016-11-11,2016-11-11,"16517708,00","14177973,00","2339735,00"
7405,Gray Matters-2016-05-27,2016-05-27,"3288,00","3288,00",
7406,Contra Paraguay-2016-05-27,2016-05-27,"5959,00","5959,00",
7407,Qi Hao Gong Guan-2018-05-11,2018-05-11,"81834,00","81834,00",
7408,One October-2018-05-11,2018-05-11,,,
7409,"Plaire, aimer et courir vite-2018-02-15",2018-02-15,"1631910,00","1601326,00","30584,00"
7410,Ãƒâ€“Ã„Å¸renci KafasÃ„Â±: Soygun-2018-05-11,2018-05-11,"24314,00","24314,00",
7411,Nameja Gredzens-2018-09-21,2018-09-21,"18593,00","18593,00",
7412,Omerta-2018-05-11,2018-05-11,"1393,00","1393,00",
7413,Mr. Gay Syria-2018-05-11,2018-05-11,"1713,00","1713,00",
7414,Monsieur Je-Sais-Tout-2018-05-11,2018-05-11,"3131371,00","3131371,00",
7415,Media hora-2018-05-11,2018-05-11,"5999,00","5999,00",
7416,Midnight Oil 1984-2018-05-11,2018-05-11,"220961,00","220961,00",
7417,Noctem-2018-05-11,2018-05-11,"4728,00","4728,00",
7418,Measure of a Man-2018-05-11,2018-05-11,,,
7419,Matthew Bourne's Cinderella-2018-05-11,2018-05-11,"206358,00","206358,00",
7420,Madama Butterfly: Opera Teatro Real-2018-05-11,2018-05-11,"61439,00","61439,00",
7421,Love Live! Sunshine!! Hakodate Unit Carnival Concert-2018-05-11,2018-05-11,"17037,00","17037,00",
7422,Luz Obscura-2018-05-11,2018-05-11,"5041,00","5041,00",
7423,Murtaza-2018-05-11,2018-05-11,"532,00","532,00",
7424,Kral Ã…Å¾akir Oyun ZamanÃ„Â±-2018-05-11,2018-05-11,"813496,00","813496,00",
7425,KorÃƒÂ´ no chi-2018-05-11,2018-05-11,"5908700,00","5908700,00",
7426,Fascinated Love-2017-05-26,2017-05-26,"219012,00","219012,00",
7427,Looking for Goddess Jiao Ai-2018-05-11,2018-05-11,"23688,00","23688,00",
7428,Chotto Imakara Shigoto Yametekuru-2017-05-26,2017-05-26,"7012018,00","7012018,00",
7429,Buena Vista Social ClubÃ¢â‚¬â€Adios-2017-05-26,2017-05-26,"343483,00","220038,00","123445,00"
7430,Drone-2017-05-26,2017-05-26,,,
7431,Bob the Builder: Mega Machines-2017-05-26,2017-05-26,"437635,00","437635,00",
7432,Cruel and Unusual-2017-05-26,2017-05-26,,,
7433,Black Butterfly-2017-05-26,2017-05-26,"359182,00","359182,00",
7434,Bilal: A New Breed of Hero-2017-02-02,2017-02-02,"648599,00","157626,00","490973,00"
7435,Dust-2017-05-26,2017-05-26,"3288150,00","3288150,00",
7436,96 Souls-2017-05-26,2017-05-26,,,
7437,Black and White Photo Studio-2017-05-26,2017-05-26,"5062,00","5062,00",
7438,47 Meters Down-2017-06-16,2017-06-16,"62633705,00","18326512,00","44307193,00"
7439,Ulideului Ilgi-2017-05-25,2017-05-25,"2613,00","2613,00",
7440,Soepari-2017-05-25,2017-05-25,"32573,00","32573,00",
7441,Paran Nabi Hyokwa-2017-05-25,2017-05-25,"31293,00","31293,00",
7442,Pawobaeteul wachika: wachigamyeoneui yeokseub-2017-05-25,2017-05-25,"142728,00","142728,00",
7443,Kkumui Jein-2017-05-25,2017-05-25,"192176,00","192176,00",
7444,neoegeman deullyeojugo sipeo-2017-05-25,2017-05-25,"1823,00","1823,00",
7445,Hanni & Nanni: Mehr als beste Freunde-2017-05-25,2017-05-25,"3415880,00","3415880,00",
7446,L'amant double-2017-02-14,2017-02-14,"4891054,00","4723961,00","167093,00"
7447,Cuori Puri-2017-05-25,2017-05-25,"156233,00","156233,00",
7448,Big Significant Things-2015-07-24,2015-07-24,,,
7449,Daeripgun-2017-06-16,2017-06-16,"5664511,00","5579979,00","84532,00"
7450,Best of Enemies-2015-07-31,2015-07-31,"940936,00","48134,00","892802,00"
7451,Becks letzter Sommer-2015-07-24,2015-07-24,"61112,00","61112,00",
7452,Goryeo Arirang: Cheonsanui Diba-2017-05-25,2017-05-25,"21012,00","21012,00",
7453,Ba Li Jia Qi-2015-07-24,2015-07-24,"2549692,00","2549692,00",
7454,Au fil d'Ariane-2015-07-24,2015-07-24,"143201,00","143201,00",
7455,Ansatsu kyÃƒÂ´shitsu-2015-07-24,2015-07-24,"273970,00","273970,00",
7456,Absolute Rest-2015-07-24,2015-07-24,"6839,00","6839,00",
7457,Barney Thomson-2015-03-11,2015-03-11,"1335034,00","1335034,00",
7458,The Vatican Tapes-2015-07-24,2015-07-24,"14929184,00","13144421,00","1784763,00"
7459,7 Letters-2015-07-24,2015-07-24,,,
7460,10 Cent Pistol-2015-07-24,2015-07-24,,,
7461,Sai Er Hao 5-2015-07-23,2015-07-23,"7400000,00","7400000,00",
7462,Aura star: attack of the temple-2015-07-23,2015-07-23,"1090000,00","1090000,00",
7463,Eiga YÃ…ï¿½kai Wotchi TanjÃ…ï¿½ no Himitsu da Nyan!-2015-07-22,2015-07-22,"4437777,00","4437777,00",
7464,Only You-2015-07-24,2015-07-24,"9683567,00","9622002,00","61565,00"
7465,All Work All Play-2015-07-22,2015-07-22,"1430,00","1430,00",
7466,Twinsters-2015-07-17,2015-07-17,"100575,00","100575,00",
7467,Southpaw-2015-07-24,2015-07-24,"94156456,00","41734503,00","52421953,00"
7468,Assassination-2015-01.01,2015-01.01,"96934299,00","95029617,00","1904682,00"
7469,Hero-2015-09-11,2015-09-11,"45422548,00","45337587,00","84961,00"
7470,Trainwreck-2015-07-17,2015-07-17,"141123897,00","30911197,00","110212700,00"
7471,Steak-2015-07-17,2015-07-17,,,"8025,00"
7472,As I AM: The Life and Times of DJ Am-2016-05-27,2016-05-27,,,
7473,Algunas chicas-2016-05-27,2016-05-27,"3564,00","3564,00",
7474,Bobby-2016-05-27,2016-05-27,"13003,00","13003,00",
7475,Chasing Asylum-2016-05-27,2016-05-27,"440413,00","440413,00",
7476,Thomas & Friends: Sodor's Legend of the Lost Treasure-2015-07-17,2015-07-17,"3487449,00","3487449,00",
7477,Alcaldessa-2016-05-27,2016-05-27,"12755,00","12755,00",
7478,Abbas'in Melekleri-2016-05-27,2016-05-27,"4234,00","4234,00",
7479,1 Kezban 1 Mahmut: Adana YollarÃ„Â±nda-2016-05-27,2016-05-27,"295684,00","295684,00",
7480,Unlocking the Cage-2016-05-25,2016-05-25,,,"27284,00"
7481,Mountain Cry-2016-05-25,2016-05-25,"98059,00","98059,00",
7482,Fiore-2016-05-25,2016-05-25,"204694,00","204694,00",
7483,The Unknowns-2016-05-23,2016-05-23,,,"29284,00"
7484,Ye Kong Que-2016-05-20,2016-05-20,"5045207,00","5045207,00",
7485,A Ga ssi-2016-10-21,2016-10-21,"38571040,00","36564252,00","2006788,00"
7486,Welcome to Happiness-2016-05-20,2016-05-20,,,
7487,Warcraft-2016-06-10,2016-06-10,"438899824,00","391534534,00","47365290,00"
7488,Mimimalism: A Documentary About the Important Things-2016-05-24,2016-05-24,,,"261865,00"
7489,A Vinganca de Uma Mulher-2016-05-20,2016-05-20,"3355,00","3355,00",
7490,Den unge Zlatan-2016-05-20,2016-05-20,"941572,00","941572,00",
7491,Umi yori mo mada fukaku-2016-03-17,2016-03-17,"5365426,00","5093294,00","272132,00"
7492,Kande-2018-05-11,2018-05-11,"2839,00","2839,00",
7493,Iruttu Arayil Murattu Kuthu-2018-05-11,2018-05-11,"512,00","512,00",
7494,Irumbu Thirai-2018-05-11,2018-05-11,"59095,00","59095,00",
7495,I Had Nowhere To Go-2018-05-11,2018-05-11,,,
7496,How to Talk to Girls at Parties-2018-05-18,2018-05-18,"382106,00","297297,00","84809,00"
7497,Higher Power-2018-05-11,2018-05-11,,,"528,00"
7498,Hemsire-2018-05-11,2018-05-11,"1573,00","1573,00",
7499,Goodland-2018-05-11,2018-05-11,,,"16765,00"
7500,Five Seasons: The Gardens of Piet Oudolf-2018-06-13,2018-06-13,"63383,00","63383,00",
7501,Weiner-2016-05-20,2016-05-20,"1751120,00","75924,00","1675196,00"
7502,Filmworker-2018-05-11,2018-05-11,"112835,00","10226,00","102609,00"
7503,Food on the Go-2018-05-11,2018-05-11,"536,00","536,00",
7504,Elim Sende-2018-05-11,2018-05-11,"1176,00","1176,00",
7505,Deadpool 2-2018-05-18,2018-05-18,"786362370,00","461770635,00","324591735,00"
7506,"Farewell, My Love-2018-05-11",2018-05-11,"287404,00","287404,00",
7507,The Dam Busters at 75: Live from The Royal Albert Hall-2018-05-11,2018-05-11,"739536,00","739536,00",
7508,Cargo-2018-05-11,2018-05-11,"61864,00","61864,00",
7509,Los Corroboradores-2018-05-11,2018-05-11,"5813,00","5813,00",
7510,Born Guilty-2018-05-11,2018-05-11,,,
7511,Una Ciudad De Provincia-2018-05-11,2018-05-11,"263,00","263,00",
7512,Bhaskar Oru Rascal-2018-05-11,2018-05-11,"11209,00","11209,00",
7513,The AssassinÃ¢â‚¬â„¢s Code-2018-05-11,2018-05-11,"53980,00","42762,00","11218,00"
7514,Restless Creature: Wendy Whelan-2017-05-23,2017-05-23,,,"147780,00"
7515,Baywatch-2017-05-25,2017-05-25,"175863783,00","117803597,00","58060186,00"
7516,Double Play-2017-05-24,2017-05-24,"95931,00","95931,00",
7517,In Our Hands: The Battle for Jerusalem-2017-05-23,2017-05-23,,,
7518,Pirates of the Caribbean: Dead Men Tell No Tales-2017-05-26,2017-05-26,"794861794,00","622302918,00","172558876,00"
7519,I am a Doctor-2017-05-23,2017-05-23,"1167451,00","1167451,00",
7520,Counting for Thunder-2017-05-21,2017-05-21,,,
7521,City of Ghosts-2017-07-07,2017-07-07,"210847,00","82832,00","128015,00"
7522,The Three Little Pigs 2-2017-05-20,2017-05-20,"4015456,00","4015456,00",
7523,Nomoohyeonibnida-2017-05-23,2017-05-23,"13502122,00","13502122,00",
7524,Wakefield-2017-05-19,2017-05-19,"874187,00","611588,00","262599,00"
7525,Venise sous la neige-2017-05-19,2017-05-19,"75023,00","75023,00",
7526,Uma Vida ÃƒÂ  Espera-2017-05-19,2017-05-19,"15577,00","15577,00",
7527,Wrong-Way Driving-2017-05-19,2017-05-19,"5839,00","5839,00",
7528,Teraz i w godzinÃ„â„¢ Ã…â€ºmierci-2017-05-19,2017-05-19,"44815,00","44815,00",
7529,Tatara Samurai-2017-05-19,2017-05-19,"431640,00","431640,00",
7530,Boom for Real: The Late Teenage Years of Jean-Michel Basquiat-2018-05-11,2018-05-11,"193520,00","26904,00","166616,00"
7531,Spaceship-2017-11-03,2017-11-03,"12464,00","12464,00",
7532,Sha Jiu Shen-2017-05-19,2017-05-19,"2350000,00","2350000,00",
7533,Sicilian Ghost Story-2017-11-30,2017-11-30,"203588,00","188303,00","15285,00"
7534,RSC Live Antony & Cleopatra-2017-05-19,2017-05-19,"341332,00","341332,00",
7535,The Stanford Prison Experiment-2015-07-17,2015-07-17,"668550,00","18860,00","649690,00"
7536,Scare Campaign-2017-05-19,2017-05-19,"80726,00","80726,00",
7537,Sangili Bungili Kadhava Thorae-2017-05-19,2017-05-19,"16525,00","16525,00",
7538,Safelight-2015-07-17,2015-07-17,,,
7539,Royal Opera House: La Boheme-2015-07-17,2015-07-17,"15188,00","15188,00",
7540,Rey Gitano-2015-07-17,2015-07-17,"1025646,00","1025646,00",
7541,PokÃƒÂ©mon the Movie XY: Ring no Chomajin Hoopa-2015-07-17,2015-07-17,"21786128,00","21786128,00",
7542,Mo 6/5 pak ma tha phi 3-2015-07-17,2015-07-17,"146556,00","146556,00",
7543,Lila & Eve-2015-07-17,2015-07-17,,,"38263,00"
7544,Love-2015-10-30,2015-10-30,"814975,00","565310,00","249665,00"
7545,Heil-2015-07-17,2015-07-17,"145404,00","145404,00",
7546,Irrational Man-2015-07-17,2015-07-17,"29083597,00","25053237,00","4030360,00"
7547,Famous Nathan-2015-07-17,2015-07-17,,,"6048,00"
7548,"Fidelio, l'odyssÃƒÂ©e d'Alice-2015-07-17",2015-07-17,"30526,00","26946,00","3580,00"
7549,Kkeut-kka-ji-gan-da-2015-07-17,2015-07-17,,,"16563,00"
7550,Goroskop na udachu-2015-07-17,2015-07-17,"907217,00","907217,00",
7551,Exeter-2015-07-17,2015-07-17,"489792,00","489792,00",
7552,Desaster-2015-07-17,2015-07-17,"95309,00","95309,00",
7553,De ReÃƒÂ¼nie-2015-07-17,2015-07-17,"770734,00","770734,00",
7554,The Ecstasy of Wilko Johnson-2015-07-17,2015-07-17,"50681,00","50681,00",
7555,Dawn of the Crescent Moon-2015-07-17,2015-07-17,,,"8799,00"
7556,Dedushka Moyey Mechty-2015-07-17,2015-07-17,"61966,00","61966,00",
7557,"Tout, tout de suite-2016-05-20",2016-05-20,"63970,00","63970,00",
7558,This Time-2016-05-20,2016-05-20,"45941,00","45941,00",
7559,The Silent Storm-2016-05-20,2016-05-20,"5418,00","5418,00",
7560,Thomas & Friends: The Great Race-2016-05-20,2016-05-20,"3723004,00","3723004,00",
7561,Teukbyeolsusa: Sahyoungsuui Pyeonji-2016-05-20,2016-05-20,"9037565,00","9037565,00",
7562,Sarbjit-2016-05-20,2016-05-20,"130087,00","130087,00",
7563,Plastic Surgeon - Hunted Face-2016-05-20,2016-05-20,"2150000,00","2150000,00",
7564,Paris Opera & Ballet: Iolanta/ The Nutcracker-2016-05-20,2016-05-20,"4887,00","4887,00",
7565,Marudhu-2016-05-20,2016-05-20,"7741,00","7741,00",
7566,El rei borni-2016-05-20,2016-05-20,"45572,00","45572,00",
7567,The Other Side-2016-05-20,2016-05-20,,,"8074,00"
7568,Misafir-2016-05-20,2016-05-20,"1890,00","1890,00",
7569,Marina Abramovic In Brazil: The Space In Between-2016-05-20,2016-05-20,"65227,00","65227,00",
7570,Malu: Ni un paso atras-2016-05-20,2016-05-20,"18912,00","18912,00",
7571,Kaptaan-2016-05-20,2016-05-20,"327348,00","123558,00","203790,00"
7572,Manhattan Night-2016-05-20,2016-05-20,"155424,00","155424,00",
7573,Lu bian ye can-2016-05-20,2016-05-20,"930549,00","903072,00","27477,00"
7574,Ma Loute-2016-04-21,2016-04-21,"4840375,00","4727894,00","112481,00"
7575,"Arizmendiarrieta, el hombre Cooperativo-2018-05-11",2018-05-11,"9433,00","9433,00",
7576,Harry & Snowman-2016-09-30,2016-09-30,"652081,00","89922,00","562159,00"
7577,El hilo rojo-2016-05-20,2016-05-20,"3184052,00","3184052,00",
7578,Anything-2018-05-11,2018-05-11,,,"19037,00"
7579,An American in Paris: The Musical-2018-05-11,2018-05-11,"1184583,00","1184583,00",
7580,Kidou senshi Gandamu: The Origin III - Akatsuki no houki-2016-05-20,2016-05-20,"477689,00","477689,00",
7581,Always at the Carlyle-2018-05-11,2018-05-11,,,"174251,00"
7582,Tonno Spiaggiato-2018-05-10,2018-05-10,"444390,00","444390,00",
7583,Another Kind of Wedding-2018-05-11,2018-05-11,,,
7584,Si muore tutti democristiani-2018-05-10,2018-05-10,"164583,00","164583,00",
7585,Mary Shelley-2018-05-25,2018-05-25,"2792316,00","2683416,00","108900,00"
7586,Loro 2-2018-09-20,2018-09-20,"2984733,00","2984733,00",
7587,DirectorÃ¢â‚¬â„¢s Cut-2018-05-10,2018-05-10,,,
7588,Delirium-2018-05-10,2018-05-10,"454481,00","454481,00",
7589,Mult v Kino: Vypusk No. 75-2018-05-10,2018-05-10,"44211,00","44211,00",
7590,Skid Row Marathon-2018-10-14,2018-10-14,,,
7591,Life of the Party-2018-05-11,2018-05-11,"65859911,00","12800000,00","53059911,00"
7592,Liliane Susewind - Ein tierisches Abenteuer-2018-05-09,2018-05-09,"4297130,00","4297130,00",
7593,Todos lo saben-2018-02-08,2018-02-08,"18058956,00","15381151,00","2677805,00"
7594,"Bedoune Tarikh, Bedoune Emza-2018-01.01",2018-01.01,"125783,00","89337,00","36446,00"
7595,Happi awa 3 & 4-2018-05-09,2018-05-09,"167082,00","167082,00",
7596,Breaking In-2018-05-11,2018-05-11,"51485382,00","4644792,00","46840590,00"
7597,Leseulleo-2018-05-09,2018-05-09,"5782988,00","5782988,00",
7598,"Yo Sandro, La pelicula-2018-05-04",2018-05-04,"3726,00","3726,00",
7599,AÃ…Å¸kÃ„Â±n GÃƒÂ¶ren GÃƒÂ¶zlere Ã„Â°htiyacÃ„Â± Yok-2018-05-09,2018-05-09,"70773,00","70773,00",
7600,Wo Men De Qing Chun Sui Yue-2018-05-04,2018-05-04,"399868,00","399868,00",
7601,Abdel et la comtesse-2018-05-11,2018-05-11,"1348863,00","1348863,00",
7602,Xiang Gang Da Ying Jiu-2018-05-04,2018-05-04,"1034623,00","1034623,00",
7603,Royal Ballet: Jewels-2017-05-19,2017-05-19,"8940,00","8940,00",
7604,Radio Dreams-2017-05-19,2017-05-19,"27917,00","81,00","27836,00"
7605,Pichi Garu-2017-05-19,2017-05-19,"4116303,00","4116303,00",
7606,Perdidos-2017-05-19,2017-05-19,"199532,00","199532,00",
7607,Pecking Order-2017-05-19,2017-05-19,"369960,00","369960,00",
7608,Ptitsa-2017-05-19,2017-05-19,"8860,00","8860,00",
7609,Pi Sheng Shang de Hun-2017-05-19,2017-05-19,"491294,00","487625,00","3669,00"
7610,Paint it Black-2017-05-19,2017-05-19,,,
7611,Parir-2017-05-19,2017-05-19,"3317,00","3317,00",
7612,Puppy Love-2017-05-19,2017-05-19,"416454,00","416454,00",
7613,O Rastro-2017-05-19,2017-05-19,"206454,00","206454,00",
7614,The Osiris Child: Science Fiction Volume One-2017-10-06,2017-10-06,"52311,00","52311,00",
7615,New York Masali-2017-05-19,2017-05-19,"2220,00","2220,00",
7616,No sÃƒÂ© decir adiÃƒÂ³s-2017-05-19,2017-05-19,"79543,00","79543,00",
7617,MielensÃƒÂ¤pahoittaja-2017-05-19,2017-05-19,"2391,00","2391,00",
7618,Mickey And The Roadster Racers-2017-05-19,2017-05-19,"32192,00","32192,00",
7619,Nadie nos mira-2017-09-08,2017-09-08,"27529,00","27529,00",
7620,Machines-2017-01.01,2017-01.01,"14331,00","4621,00","9710,00"
7621,Mei Rong Zhen-2017-05-19,2017-05-19,"1443658,00","1443658,00",
7622,Life Ki Aisi Ki Taisi - Ho Gayi Haalat Kaisi-2017-05-19,2017-05-19,"144,00","144,00",
7623,Karsandas: Pay And Use-2017-05-19,2017-05-19,"14579,00","14579,00",
7624,Blind-2015-09-04,2015-09-04,"37838,00","37838,00",
7625,Bin Roye-2015-07-17,2015-07-17,"540639,00","540639,00",
7626,Andre Rieu's 2015 Maastricht Concert-2015-07-17,2015-07-17,"2862599,00","2862599,00",
7627,Legion of Brothers-2017-05-19,2017-05-19,,,
7628,AllÃƒÂ©luia-2015-07-17,2015-07-17,,,"6334,00"
7629,Ruben Guthrie-2015-07-16,2015-07-16,"236270,00","236270,00",
7630,National Theatre Live: Everyman-2015-07-16,2015-07-16,"514147,00","514147,00",
7631,Pixels-2015-07-24,2015-07-24,"244041804,00","165275818,00","78765986,00"
7632,Maari-2015-07-16,2015-07-16,"107917,00","107917,00",
7633,Jian Bing Man-2015-07-24,2015-07-24,"169842267,00","169842267,00",
7634,The Breakup Playlist-2015-07-16,2015-07-16,"28454,00","28454,00",
7635,Sseu-ri-Sseom-meo-Na-it-2015-07-15,2015-07-15,"523620,00","523620,00",
7636,Bajrangi Bhaijaan-2015-07-17,2015-07-17,"121778347,00","113600346,00","8178001,00"
7637,The Impressionists-2015-07-14,2015-07-14,,,
7638,Zhu Zhu Xia 2-2015-07-10,2015-07-10,"6550000,00","6550000,00",
7639,Ant-Man-2015-07-17,2015-07-17,"518858449,00","338656286,00","180202163,00"
7640,Zhuo yao ji-2015-01-22,2015-01-22,"359295591,00","359262825,00","32766,00"
7641,Court-2015-07-15,2015-07-15,"57416,00","34518,00","22898,00"
7642,Ti ricordi di me?-2015-07-10,2015-07-10,"15266,00","15266,00",
7643,Tap World-2015-07-10,2015-07-10,,,"26747,00"
7644,Kimi no Manazashi-2017-05-19,2017-05-19,"4517524,00","4517524,00",
7645,Tangerine-2015-07-10,2015-07-10,"935900,00","233546,00","702354,00"
7646,The Suicide Theory-2015-07-10,2015-07-10,,,"6434,00"
7647,Hard Sell-2016-05-20,2016-05-20,,,
7648,Groove City-2016-05-20,2016-05-20,"24714,00","24714,00",
7649,Espectro-2016-05-20,2016-05-20,"1546,00","1546,00",
7650,Siccin 2-2015-07-10,2015-07-10,"163542,00","163542,00",
7651,Departure-2016-05-20,2016-05-20,"27561,00","27561,00",
7652,Gang Dao-2016-05-20,2016-05-20,"1424520,00","1424520,00",
7653,Crocodile Gennadiy-2016-05-20,2016-05-20,"24110,00","2968,00","21142,00"
7654,Riaru onigokko-2015-07-10,2015-07-10,"989276,00","989276,00",
7655,Cinzento e Negro-2016-05-20,2016-05-20,"7249,00","7249,00",
7656,Chicken-2016-05-20,2016-05-20,"10638,00","10638,00",
7657,The Call Up-2016-06-24,2016-06-24,"158758,00","158758,00",
7658,Case: Osterberg-2016-05-20,2016-05-20,"1860,00","1860,00",
7659,Brahmotsavam-2016-05-20,2016-05-20,"557,00","557,00",
7660,CafÃƒÂ© Society-2016-07-15,2016-07-15,"44348292,00","33245087,00","11103205,00"
7661,La belle saison-2016-07-22,2016-07-22,"282460,00","247138,00","35322,00"
7662,Back to the Jurassic-2016-05-20,2016-05-20,"65003,00","65003,00",
7663,"Aqui, em Lisboa: EpisÃƒÂ³dios da Vida da Cidade-2016-05-20",2016-05-20,"658,00","658,00",
7664,Alamet-i Kiyamet-2016-05-20,2016-05-20,"535964,00","535964,00",
7665,Alice Through the Looking Glass-2016-05-27,2016-05-27,"276928112,00","199885731,00","77042381,00"
7666,Amores Urbanos-2016-05-20,2016-05-20,"12388,00","12388,00",
7667,708 090 Shenzhen Love Story-2016-05-20,2016-05-20,"45996,00","45996,00",
7668,Tsukuroi tatsu hito-2016-05-19,2016-05-19,"34966,00","34966,00",
7669,VÃƒÂ¡lek-2018-05-04,2018-05-04,"10180,00","10180,00",
7670,Rumbos Paralelos-2016-05-19,2016-05-19,"1041716,00","1041716,00",
7671,A Story Worth Living-2016-05-19,2016-05-19,,,
7672,Tuntematon sotilas-2018-12-06,2018-12-06,"22957,00","22957,00",
7673,Taco Shop-2018-05-04,2018-05-04,,,
7674,Todo Lo demÃƒÂ¡s-2018-05-04,2018-05-04,,,
7675,Son Oyun-2018-05-04,2018-05-04,"3154,00","3154,00",
7676,Tully-2018-05-04,2018-05-04,"15952688,00","6582933,00","9369755,00"
7677,Strangers on the Earth-2018-05-04,2018-05-04,,,"9518,00"
7678,Das schweigende Klassenzimmer-2018-05-04,2018-05-04,"1136721,00","1136721,00",
7679,"Sadhaka, la senda del Yoga-2018-05-04",2018-05-04,"11638,00","11638,00",
7680,"Ser Luthier, Manos Argentinas-2018-05-04",2018-05-04,"507,00","507,00",
7681,Ruth-2018-05-04,2018-05-04,"38123,00","38123,00",
7682,RBG-2018-05-04,2018-05-04,"14446497,00","395136,00","14051361,00"
